0	Q0	4585879	1	0	12.110276	lm
0	Q0	999535	2	0	11.377327	lm
0	Q0	2824798	3	0	10.104225	lm
0	Q0	2800796	4	0	10.104225	lm
0	Q0	3306210	5	0	10.104225	lm
0	Q0	3263437	6	0	10.104225	lm
0	Q0	5407968	7	0	10.104225	lm
0	Q0	2251625	8	0	10.024445	lm
0	Q0	4243561	9	0	9.802405	lm
0	Q0	1910957	10	0	9.592443	lm
0	Q0	2589414	11	0	9.592443	lm
0	Q0	3086904	12	0	9.412789	lm
0	Q0	622705	13	0	9.397864	lm
0	Q0	445031	14	0	9.389862	lm
0	Q0	4605248	15	0	9.266958	lm
0	Q0	2973860	16	0	9.240963	lm
0	Q0	349491	17	0	9.17783	lm
0	Q0	3226241	18	0	9.148482	lm
0	Q0	2754863	19	0	9.111613	lm
0	Q0	4169869	20	0	9.111613	lm
0	Q0	5116458	21	0	9.070452	lm
0	Q0	4943932	22	0	9.047994	lm
0	Q0	1442258	23	0	8.771189	lm
0	Q0	4549380	24	0	8.770422	lm
0	Q0	3338377	25	0	8.738737	lm
0	Q0	2231093	26	0	8.697683	lm
0	Q0	1954424	27	0	8.697683	lm
0	Q0	4716053	28	0	8.697683	lm
0	Q0	4803496	29	0	8.697683	lm
0	Q0	3374116	30	0	8.652791	lm
0	Q0	243062	31	0	8.578235	lm
0	Q0	2669799	32	0	8.487604	lm
0	Q0	4865695	33	0	8.412121	lm
0	Q0	4141620	34	0	8.388523	lm
0	Q0	4751146	35	0	8.388523	lm
0	Q0	175402	36	0	8.369295	lm
0	Q0	159087	37	0	8.238667	lm
0	Q0	1449896	38	0	8.218343	lm
0	Q0	309402	39	0	8.161177	lm
0	Q0	1819711	40	0	8.161177	lm
0	Q0	2296344	41	0	8.058586	lm
0	Q0	1183334	42	0	8.0369005	lm
0	Q0	2071087	43	0	8.028062	lm
0	Q0	3080266	44	0	7.8317227	lm
0	Q0	4779656	45	0	7.8317227	lm
0	Q0	4388074	46	0	7.8317227	lm
0	Q0	3906940	47	0	7.761366	lm
0	Q0	2790979	48	0	7.728016	lm
0	Q0	2160982	49	0	7.7084827	lm
0	Q0	4168332	50	0	7.692261	lm
0	Q0	830374	51	0	7.6296015	lm
0	Q0	4378356	52	0	7.6202946	lm
0	Q0	2191319	53	0	7.5927258	lm
0	Q0	4794430	54	0	7.5927258	lm
0	Q0	2021217	55	0	7.504157	lm
0	Q0	978674	56	0	7.4822044	lm
0	Q0	2331070	57	0	7.4822044	lm
0	Q0	2068782	58	0	7.477431	lm
0	Q0	5181672	59	0	7.45619	lm
0	Q0	4700709	60	0	7.418078	lm
0	Q0	2224004	61	0	7.4024496	lm
0	Q0	2253440	62	0	7.338559	lm
0	Q0	451880	63	0	7.312563	lm
0	Q0	920518	64	0	7.312563	lm
0	Q0	2539098	65	0	7.312563	lm
0	Q0	3520511	66	0	7.312563	lm
0	Q0	3706704	67	0	7.312563	lm
0	Q0	4667526	68	0	7.312563	lm
0	Q0	4651368	69	0	7.312563	lm
0	Q0	4153242	70	0	7.296323	lm
0	Q0	4550009	71	0	7.277025	lm
0	Q0	1967725	72	0	7.2433844	lm
0	Q0	3390674	73	0	7.2341213	lm
0	Q0	4148347	74	0	7.2118998	lm
0	Q0	453594	75	0	7.2085137	lm
0	Q0	100205	76	0	7.2085137	lm
0	Q0	1363908	77	0	7.2085137	lm
0	Q0	3082102	78	0	7.2085137	lm
0	Q0	2959661	79	0	7.2085137	lm
0	Q0	3823283	80	0	7.2085137	lm
0	Q0	3684943	81	0	7.2085137	lm
0	Q0	3036315	82	0	7.1458874	lm
0	Q0	3397927	83	0	7.1458874	lm
0	Q0	5399059	84	0	7.1458874	lm
0	Q0	262890	85	0	7.132383	lm
0	Q0	1674915	86	0	7.129007	lm
0	Q0	1636996	87	0	7.118784	lm
0	Q0	4871839	88	0	7.1098447	lm
0	Q0	2708248	89	0	7.0879025	lm
0	Q0	3439501	90	0	7.0879025	lm
0	Q0	134765	91	0	7.072979	lm
0	Q0	2466973	92	0	7.072979	lm
0	Q0	1492928	93	0	7.072979	lm
0	Q0	2841191	94	0	7.072979	lm
0	Q0	5214198	95	0	7.072979	lm
0	Q0	2123239	96	0	7.02207	lm
0	Q0	2272718	97	0	7.006468	lm
0	Q0	5001963	98	0	7.006468	lm
0	Q0	3032825	99	0	6.9831085	lm
